# Wavelength (m) ,Observation: 19909,Observation: 27028,Observation: 16652,Observation: 31458,Observation: 47548,Observation: 21100,Observation: 11768,Observation: 36969,Observation: 36656,Observation: 14915,Observation: 16766,Observation: 18197,Observation: 30915,Observation: 41090,Observation: 48054,Observation: 39451,Observation: 36999,Observation: 23674,Observation: 23095,Observation: 30768,Observation: 31991,Observation: 31544,Observation: 38008,Observation: 16076,Observation: 43937,Observation: 42251,Observation: 36537,Observation: 15338,Observation: 23522,Observation: 47565
7.443E-07,133.5069926123,205.3620233748,60.9928726267,148.1137720672,196.7529003629,129.5661323603,152.6571642441,83.1181439569,127.3211408515,59.1710719285,95.8673426698,89.4855928426,150.5582130206,161.5507465926,40.0374064854,86.6640680174,49.2066277156,236.5936569966,108.6730121232,89.3032955085,193.2564426484,120.3971272049,9.3875583487,195.4427961719,109.6742611956,133.8075469193,153.0481390391,111.5129086638,235.5918244873,184.2646205672
7.444E-07,146.4616791946,200.1838765008,67.7127688889,155.221301002,201.7761569691,134.8246901465,164.8903051751,102.8398631787,126.0879319612,64.0025825079,93.4704522471,85.6925319796,151.1982610462,177.5377507508,47.0291580782,73.8942841951,58.838213383,234.0184619725,111.5877216454,111.0070726101,184.0612477412,116.0656085148,6.1207758733,180.0099937557,121.1227492231,138.9550827788,159.3505062549,119.0471202564,234.4730058999,174.3922084043
7.445E-07,138.3678106824,202.5439754104,67.4255065333,152.1064131106,191.9298403486,135.9340675349,163.6484652374,84.0928164548,137.4595515464,68.0441529401,85.0239039634,85.3857261212,146.8125084602,183.6232063409,35.9643569854,94.6778066198,51.6481464645,235.3339537929,111.6080595161,86.9627695779,186.9795492604,115.8951967339,19.1931637785,188.5127907911,117.3462702596,145.7654459597,153.4724186004,123.6064754398,228.31453363,178.7755222208
7.446E-07,124.572229131,193.2487627149,71.359349583,153.5500161833,201.6283389702,132.1115371788,159.0892973923,93.6915513557,125.7931992719,59.5550980859,91.8653669452,85.5739173933,160.3611898938,174.6779367942,47.9445884507,96.8466384561,55.2792816075,233.4755713978,100.7736862488,96.6964220747,189.7742354879,111.8083047201,10.4522380689,195.8989328275,107.519167104,138.9668932291,153.2497180543,113.0660827096,229.4339910165,179.6378020157
7.447E-07,145.1789340709,199.0296194639,59.8862081934,145.725884035,197.8600011287,142.0188002621,161.9149322617,93.6431034835,119.8676843242,56.5291477257,89.4223221038,82.627596847,144.3438515681,170.6285890186,39.4276950576,84.5129154596,43.4959422755,237.8647449812,99.983293194,94.962340924,183.1400323349,119.4275891895,10.3174591401,185.0657283222,117.4284167057,134.4875882492,154.100709749,109.5145421909,233.4701487384,177.0492863599
7.448E-07,132.9332971445,203.9209146157,76.0106745802,150.3217636498,200.7527287553,139.3478854946,156.0050000033,92.7433396154,124.9324596617,59.6601129331,91.4581481567,84.3641819461,136.7143879572,165.7671328572,35.0358689687,86.7932797289,61.0463423606,235.4792331576,109.9803341905,85.6642696875,173.0647522587,111.5939514805,12.5860612988,185.7407621973,112.6296665713,142.7217048366,160.4517131249,118.9904685873,225.6599885375,179.5006939626
7.449E-07,143.0182308788,193.1077761033,69.0787539565,152.4621794814,189.7717015923,134.5897215312,155.3073223544,99.824770855,117.2963542387,63.3105754359,91.1898432573,85.8477773799,150.0456785323,164.5793584568,42.7989450442,74.0170799795,50.0606525804,233.2242104795,105.3242600522,91.3918067663,185.3920757705,114.1375834857,9.15119856,190.3677393037,114.0388492649,146.0055565932,158.0047471732,119.0356515209,233.5966721731,180.6900819018
0.000000745,133.1437437147,196.250779984,67.5295322199,150.2747627962,193.1227155858,129.2899670779,166.684562376,87.059879635,119.2246165891,68.3853040579,92.3345635853,86.9934888926,150.55213604,171.8545547499,41.4352962429,78.7137672114,57.0478263111,246.4850737488,100.2024033131,95.9516512714,192.5223917734,115.8404647127,2.7525671102,182.8410365319,115.39678724,150.6048989935,146.8198486157,108.5343003038,218.9121020473,185.3871562547
7.451E-07,146.6701532221,203.30042507,71.5125611827,149.4998587479,199.0333382972,135.8447927379,156.8739734416,86.9807469384,124.2764178957,57.1262347067,89.2781297201,81.0791183063,151.2776109464,169.1397411603,35.6661413771,91.2618413923,44.7133899251,245.4985482417,98.932187536,86.7407298456,173.7123787947,116.658801445,20.2269771323,191.0090691148,114.1017777575,134.4689576115,152.4084698585,116.108263878,242.4603313567,175.6386497188
7.452E-07,134.5834181777,187.396860184,63.3624949834,148.2816952121,192.2173204028,135.9346447298,155.6173296107,88.1043056063,127.4978237257,61.3751592896,93.0407360608,72.4810203396,162.1640195745,173.1842407028,39.1973204771,88.1640191552,42.6001694252,246.8783401754,108.493503292,90.7799813523,191.7907920933,115.2101738644,6.259204021,189.7566230889,120.2539609373,149.7319124511,149.0896998244,115.7011445587,228.1948455332,181.0426336575
7.453E-07,130.0022117815,207.3855888788,59.3289017258,154.464645554,201.8248547299,130.2020933867,157.6411270961,95.0888679511,133.6514357881,67.0715806333,94.7586766992,84.619225249,163.9556943973,166.0296086259,36.0103289461,80.7851503779,60.8240117951,237.0751907585,108.6845562603,89.7771324627,198.5365731293,113.6760050601,8.9017959726,192.7005742392,103.8002072506,137.1071010754,148.7158064326,108.2878710319,230.5504209759,177.319319688
7.454E-07,136.7139503127,195.4298635554,65.1832615232,148.47399678,203.9817930233,120.5681708015,156.5984330745,92.8786022571,123.7161866213,57.5867967663,96.5745236983,74.0920715487,157.8931487026,166.1968027741,36.6851548616,86.5216697415,48.103893716,233.0088179564,99.223223073,93.3928511171,191.9810288492,114.9028089624,22.0500955928,174.2378974022,105.0433279951,142.427063147,147.5447720452,115.6623258,238.7712271745,177.900214376
7.455E-07,131.3080134749,199.9483102374,60.6965856227,149.917128936,194.9615805979,138.6894746523,148.3679647481,84.551360872,132.0886982731,63.5210737371,78.6389942589,84.9590988953,149.741963542,170.5830846299,33.4985612909,83.2562031981,48.116396445,229.5971195135,102.8254014691,100.8114946915,183.8357100882,109.2355216024,10.0162442771,185.9626784498,108.291769973,139.6453813555,158.9096647102,112.0898932627,234.8488886469,170.9142084473
7.456E-07,150.7342411545,198.7408458289,63.9418136194,151.3191558259,197.5975120571,137.2775683145,152.9951379397,93.9967627079,133.5251449936,66.9130766635,91.9390254169,77.7280374524,155.2099383663,167.6850433006,37.3945469879,69.1276728035,51.6152944406,223.0405699018,95.0008197164,94.5756933222,185.8858537062,108.771232659,4.7499905198,189.0379575596,116.0799556724,140.2149674594,160.332875545,118.1940830023,242.1540272657,158.6145370753
7.457E-07,139.981310634,199.7198377683,49.7754820422,145.9401023483,188.7120092609,132.4770478072,142.0066865027,93.6302436579,120.1418358165,59.3902330601,91.2698005734,88.1386409348,160.4682918217,174.0119370293,40.4704616768,83.8491899065,49.1432838693,234.9849816905,102.8385302566,98.9785591069,195.8085989089,112.6464865057,15.2614054467,183.7084753323,114.0827666716,146.7143280186,150.3618399005,104.2334061241,233.061512784,174.2160886824
7.458E-07,134.0377369169,195.4102801713,63.9121311437,144.0316301783,197.8891380708,132.4727117597,150.6100687484,87.1570986926,116.7421504491,57.3212853074,88.0350654541,78.1504739316,153.5992608202,171.9156234181,43.691649178,79.3985509033,46.4346083522,237.96960462,111.8328939207,81.0363991544,190.4142775262,120.8819723226,10.6116556083,185.3270801774,108.3114906429,148.1129065422,150.8341543327,116.271712163,239.3294246473,169.2312966829
7.459E-07,139.3479268405,201.8947115117,64.0603373367,156.1909795443,202.6663620277,124.3661652824,167.1064193063,84.9584309238,137.755373756,69.6754373377,94.0865863732,85.7115373542,145.388946243,182.5673374542,28.8476900083,91.1674276166,51.5018133568,242.0673599093,104.74609816,97.8158402103,195.031578525,113.6833392938,10.5895351831,186.342937088,118.4075258851,144.1821290905,154.4578817363,119.7800631153,228.1899983543,177.4013659229
0.000000746,131.9227612911,191.9969422723,77.1023577643,139.404823553,192.0648425115,121.0959005336,161.5421631473,92.133324585,122.2097590124,59.3670606875,93.6769931568,82.4155102141,153.8452695811,169.5065027598,33.4900969059,78.9492130179,42.2135323366,238.1035119704,103.1625680557,96.4150164659,189.8253012524,112.233903923,20.4552213677,192.155868666,104.8035839254,142.6765971218,161.7571135999,115.9660487456,239.6603365749,170.2642997194
7.461E-07,137.086708808,194.1104820903,66.3035482737,157.7374475833,206.9780982784,131.1563830689,164.7509586924,87.2503297549,129.321141298,71.8433966025,94.1934914972,82.2074890434,151.8550106018,181.2873252118,26.0010069317,75.5180019863,64.7943170788,233.7224670939,106.1939302074,90.1138147892,175.5287177242,124.1969472138,11.3622439817,192.50790196,113.0990260316,135.9549098237,147.5388724148,112.4660074089,232.4365802069,184.8669276389
7.462E-07,145.6108938585,205.9512775895,68.8270172907,162.6491031,196.1388763111,133.2620532125,162.9684145639,82.7908197373,125.0636804589,65.3576712452,95.1141690917,88.0285263364,154.4400891079,176.1818705275,25.7083677183,82.9678516978,47.0679933866,236.9482975445,101.5724017542,104.7996286189,190.9181424858,127.6084356127,13.1964306076,199.5126101016,114.8012710552,151.3903421453,149.494434725,120.9810193113,230.9204476619,180.5104058334
7.463E-07,134.1572772552,187.8116527562,69.9613613447,155.1838690669,208.3820147769,129.2865451871,164.0044898662,92.6608196641,135.7678343879,57.3815399208,93.2369781511,73.5616084202,155.1678638142,169.1304069421,29.3180521513,81.037844506,50.1096116014,243.4100735338,105.3276561795,99.354169484,181.859919014,110.6192922799,10.3995691832,196.6928869609,106.3095566487,153.6088582408,160.3302745765,113.4265329714,244.0284898389,167.4900458798
7.464E-07,144.0285041789,201.3705213801,59.988325485,159.2072918456,203.4066114581,132.6719618869,168.6873558489,91.8003741978,132.7046511351,67.0736046173,97.2417320965,80.7980258384,152.9085827814,173.4379793637,32.7156119405,77.2747824812,57.4494831573,230.85545975,105.0699114991,95.3201326038,191.7597181826,116.8535184788,11.2241498702,192.94566566,110.6735898805,145.2335805672,149.8490867696,117.2151260523,231.7092513679,186.4767214361
7.465E-07,150.4638707986,191.7914306855,74.4654440773,157.5950255511,196.5424159519,137.085961204,160.047950853,83.45519963,120.8304310959,69.6495621295,90.3903950121,81.4135859996,161.9603831134,168.2319034975,30.5131540698,74.1575387518,44.5731384681,253.3587303151,94.6380966636,96.9563303502,190.1676456752,114.4699288695,1.2732704859,192.1593311965,112.3258250743,148.9835533759,154.0973628111,114.9625432238,242.4886351002,177.1055619232
7.466E-07,143.0196547867,203.0560857128,71.5592812925,156.1043556682,198.9348102117,138.9974524478,155.6374815815,83.094462128,130.1271266783,68.9790754106,97.6039492617,78.7568472466,162.1461610961,157.5553624867,35.4996614779,86.5738466331,44.9568099284,232.8117391992,111.164451235,88.7296756997,191.235406489,108.4970648825,11.8682629807,194.0989436091,118.1776258617,144.7871627489,155.7735794813,117.3262251121,232.0635262206,178.2262400356
7.467E-07,142.9631330745,196.6580529319,55.2132777555,158.5758400782,201.3014850498,123.7808707218,154.8308595364,74.9168272947,136.8106094202,67.979998259,79.9416279982,91.6726233175,159.994662968,182.7611808941,28.6258000774,83.3692998592,46.814457492,236.4640262962,103.9634659884,100.9217013938,181.2391382578,126.9340673347,9.4523136123,190.4831428763,109.3475164444,149.9299075135,157.8869691171,107.2294470001,231.5738650832,167.8386221474
7.468E-07,141.4844740781,204.5229919061,56.6530240094,145.4566154462,200.7047202501,127.9974651633,156.1516241086,100.8462705063,128.8541959465,74.7796005424,97.1851423072,87.639948832,159.9950926769,172.1328841199,38.3901208953,68.2355446455,54.6846073566,237.6194234445,110.4711872153,99.5045839979,188.3032801494,112.7013660751,12.7556790676,194.8642921875,111.4117101417,153.1941057685,164.3142730633,118.8884488347,245.5589868348,169.3937519807
7.469E-07,142.4189088901,212.3973957316,50.0532224432,153.2581774984,197.1525741145,137.7854770423,166.05523559,91.4687257271,118.486749192,64.899069109,87.0276705011,80.9204519653,144.1332012262,167.1040151852,30.2920682674,74.8702563829,41.5355046576,242.5455103943,101.6769267104,100.3521810215,172.6235125825,102.4133856124,6.5833961954,195.8251212159,112.2988745932,140.5054316863,164.2508276309,112.3715245505,234.2361362023,171.8264614884
0.000000747,142.1025836676,193.7921422972,62.9867204562,146.8500242175,198.5792401958,137.4626609872,160.467607105,92.664739949,123.3735584109,67.2549352101,90.9449796129,87.6254559239,157.1651466683,172.4414708929,38.7388394356,76.461406483,45.4031878221,235.4039875346,106.2612987735,92.7124961043,188.5968184279,108.4804140053,13.0105695471,195.6157558302,105.6587884486,137.7278105836,156.1498632624,114.43852423,240.857732972,169.8809239123
7.471E-07,133.9666799959,199.6601418502,67.7620826869,148.4208770338,207.4642832758,129.5469005157,147.553709572,89.212483879,130.0025592888,64.703411052,93.2897140163,92.9387368151,148.5307299122,183.103965567,37.8603288902,82.0076373454,43.4820763484,237.0387949292,117.8177000871,99.4496331986,193.4135481189,105.5637718618,5.5181550607,179.3699252871,111.6486466927,148.2083887237,150.7710764147,108.3493086226,236.3424030824,165.741822392
7.472E-07,144.6183087221,200.0853879728,57.8662353434,156.9328200082,203.2515421809,136.5378049253,165.8487647636,97.577207879,128.796325997,68.5126592043,97.5974319602,79.4133690564,148.2034941304,177.7901570613,16.8482673814,82.4289417576,49.8871993809,236.2715653299,104.3024410354,104.8800958695,182.2717606378,116.0149094771,15.0965474057,186.6807947808,122.7782261178,148.8038138279,163.7132401822,118.3846352283,237.6838300627,181.5025993209
7.473E-07,124.59585753,186.7967703632,74.2089085421,157.1820232767,202.6053656275,133.4333343163,171.10793891,82.6674470338,121.1366466903,66.2452047485,95.9023772593,77.7185368106,153.2538247067,179.1200896402,33.1443347869,77.0085000208,51.7460142506,242.7728705746,104.5321488058,98.7148146912,181.9901355015,120.4362028676,6.2433920012,197.8526193231,106.1950939544,151.6375032337,145.4612820166,123.2124435547,233.5144707869,178.6099422577
7.474E-07,141.8851404662,195.6873493597,64.2536995977,149.7689473945,194.7389423214,140.3598956406,158.9021945718,87.144183362,127.1262834801,56.7461915009,94.8152839634,78.0785980076,142.3645956585,170.3316982873,39.5696015624,71.1707352827,50.9132863781,230.0797602671,98.1908329578,90.3015745643,192.4568038115,115.0148609151,3.4667390017,188.9589752831,110.6788736133,139.337975074,160.7826509017,118.8866893869,230.9126372919,180.0542618452
7.475E-07,139.8088744335,208.0261894882,57.3187211656,156.3955773959,197.5908674417,126.1682037051,154.247842746,85.8557524021,123.2213138888,70.0488546651,87.1561309203,76.2727262726,156.4148503109,180.7672578992,32.9474069661,86.3477992511,45.1182062288,241.7610088291,100.7712074548,95.0854203897,178.9668543956,111.7993954578,5.3000385688,200.5776622074,112.0254880692,141.0015137215,164.5391005777,116.8429274061,225.0529041035,174.8853790553
7.476E-07,139.9881410553,197.4816419533,58.7905221827,148.0068346608,205.5370064838,135.7889558002,162.0078246457,92.0098565122,126.0043184122,70.5521664549,87.4634357226,84.9742257246,150.4907182285,179.2149693374,37.7231450097,78.6755743801,43.445918321,235.8982890659,107.7435513492,105.3506322358,184.5410720098,111.0798091814,0.0982115003,186.5242685677,112.8794672716,151.1312038793,155.8960414871,110.803205712,224.4217129109,174.6621817961
7.477E-07,132.7574384719,199.8353011975,59.5809049573,156.5644204583,192.6327422902,121.9665619473,162.4849885232,92.8032937945,143.5400159747,66.1628549067,92.3763235655,76.5252047496,159.4224903692,177.0316794126,29.6917793484,84.5724489283,48.5984011011,240.5948153314,101.7351665227,85.9208467924,182.5794521453,119.5149158438,1.2519806633,197.1711399784,109.0615506074,138.6420176522,150.7137715153,119.7392740983,236.5648877219,174.7874672491
7.478E-07,134.0551510196,199.6771286076,68.8109938838,150.7039950683,206.4297018316,129.2709813731,165.7803006035,100.9925730395,124.0113098542,58.663654508,99.4085295894,86.5366207356,162.3100010057,169.3275491462,33.8875181584,75.0561429556,47.7500099173,247.618044228,102.3035360871,94.9784552159,185.9925334282,116.6384989894,5.0850410837,185.5409459553,119.7751699573,149.6347502669,160.6883454846,113.490092123,240.3808351729,179.0959433043
7.479E-07,128.1437113947,193.9315967355,62.3393321956,144.5875483101,197.8584138077,120.2740766268,165.5889538771,88.3983591342,135.2167578569,77.5607276945,92.7821657421,86.7263214645,162.3555911822,164.3695480666,26.6974146012,80.7479192323,53.2314879285,240.0155214553,103.9656297797,88.4064568761,191.8929903865,113.2769788091,9.1366418588,192.3539826749,115.6112725044,133.833952027,151.6741198457,118.4755173812,247.2940357583,165.820125229
0.000000748,136.1878165605,193.2907571241,65.2557485267,167.4514884756,208.9132184075,135.4475257888,167.6901417136,91.4665139115,134.4504166919,59.5837813787,91.1732166093,80.7147033138,159.1591095337,171.4704413421,28.3705545205,74.9021380949,43.4174441038,232.8229766423,110.6425928289,95.8952821513,192.0799502415,114.165485198,1.5030226531,193.934608045,111.5985809233,145.4369503424,143.4809009521,114.4086820141,234.669079327,164.2958978084
7.481E-07,132.5327566581,197.8234887597,65.7190915298,147.1702728179,201.1150265303,125.7834854664,161.3898717378,82.0106782941,126.2106505106,61.3850418639,95.262285214,76.2866780842,150.4102647993,181.4066220009,24.2503041263,83.4244147931,54.6096502621,245.5978172202,94.5161853385,99.0989154463,183.4997619176,107.2312680341,3.9217715155,193.4850477988,106.9060862771,144.5492737248,157.3217675317,120.9643019306,230.7022412208,178.6321491119
7.482E-07,137.8056112083,207.4848092746,54.3214690763,154.3404974827,197.2534078066,137.1550644944,169.1643917288,80.9227286591,129.5090465535,69.6275442785,91.4417743224,77.3281797467,154.9551349529,177.1559034156,42.614819913,87.4917329016,45.3038538517,232.8960851851,110.6425649395,87.7206573258,184.0326752957,111.8026725761,2.6130972084,195.2979482675,104.8404887087,130.5596457629,153.4289250653,113.4267480432,237.3317276396,189.6113858592
7.483E-07,143.4366269428,200.8116506004,54.8950137225,143.9655366576,197.6330619816,132.0603645132,166.187219063,86.3424518903,131.9215184834,65.8212680028,85.6203661665,72.7008175776,163.2202190397,175.0933351168,36.3148786268,85.2019567577,56.7780747187,234.0245381559,104.3494247036,92.8918948259,179.4167960726,113.5659020417,7.3788474908,196.5091413492,119.7403421074,137.2471555058,163.9202281456,117.2090916645,229.5336879603,176.7565552284
7.484E-07,140.9659759387,200.000300375,57.292115051,149.3735101551,207.6421819437,135.7250512096,162.6166918648,82.332535947,118.2546420503,57.437613745,90.7146210077,81.4666857521,149.7300903792,174.1831350313,27.8158708732,75.3374685936,50.6103014924,242.2800760901,104.7250902745,82.1511826225,190.251975189,123.2666014523,11.1528181335,183.3427810435,112.5391575898,140.3445967846,163.3948483493,109.5879231365,245.5521418736,188.7961351513
7.485E-07,134.0702104768,200.9143838086,58.6281141195,151.7412827039,194.9818676871,143.9428488275,161.21877795,86.5598141807,134.8612199981,60.286713386,100.4627144159,84.1180023976,156.3229590488,174.9593504757,24.5613637038,82.6792819806,53.2622330361,242.8381812763,101.3829081566,93.7586477618,196.2436658388,109.8598159999,13.2936950642,192.4360257752,109.3959084297,148.8181801752,157.0995274987,114.1519528526,239.2207523779,178.9033303996
7.486E-07,131.9635263521,197.7432615647,72.8928993231,156.681326666,192.0427011886,131.3521120319,155.0846545179,96.3000167838,120.9335739621,64.3013562878,95.4265672682,85.8773465486,158.5522115162,167.8131135587,34.9690080392,77.9034297277,45.0947806057,249.6300436228,105.2543848341,101.2446915241,187.8196564255,106.9240095322,11.8758276914,190.2634524354,116.257295079,153.4456170881,167.8025768282,111.6230864603,242.514103339,173.5066201803
7.487E-07,144.8474438642,207.1385654826,53.0554302831,161.1203648804,206.0340497209,129.6090788858,159.4113102949,99.1400914703,127.5723291418,61.1229539834,86.2747438837,81.3792235391,157.3023168645,165.4077760381,23.7875546394,58.8361535028,38.496988463,234.7180077936,100.6565982021,87.4879760058,181.2656649673,111.750253468,8.0791617666,184.105151267,117.8475721764,139.1678117004,154.6421635981,114.0042467845,241.306579113,182.3936415812
7.488E-07,142.9876323394,199.716289353,63.9325241629,156.6580423537,204.9321746608,145.4040646981,158.0111219307,87.8529442084,131.817730539,66.1566604268,86.2212379062,73.2255859369,150.239611848,176.1450846939,46.9264943625,72.7515042267,51.9385896149,240.7567453065,103.1051834372,85.586196791,183.7841516745,113.8488639224,11.9546309324,195.1640376275,116.6351484661,146.0900087403,152.9416596723,113.3616066669,232.5751750806,175.2707653603
7.489E-07,135.3134837555,201.0907627981,67.2527424005,154.3779064136,203.8684322741,132.8408473104,166.9124911236,90.8753318011,136.2108980917,64.2831436072,90.9229439599,86.4809731833,151.2782252306,176.3625985323,41.1385336303,76.9692017258,51.0640185564,235.3269827579,103.8868716636,91.838158034,178.768659125,107.5520175772,2.663028024,201.1698897761,111.991796528,141.0364583043,154.1307414055,123.8586386408,232.8061503545,173.4413287627
0.000000749,139.3601173705,206.6202383535,58.543092802,155.1447611645,202.300375455,133.426620825,159.2796165604,98.4625104854,132.6839561106,73.0079567412,85.0451962102,68.9946079837,165.2835775112,173.3633468225,36.1636863301,76.7241903318,51.1924176938,234.7289382636,97.8729302198,91.9878760497,186.783054274,106.4322487891,6.1514045891,189.8101565724,107.4904892582,140.6792332568,150.3847902603,103.5061021028,236.3761032578,179.6181539293
7.491E-07,135.9764627023,199.7244386176,70.8904734222,148.6191514917,197.4354499053,128.031122174,167.2559123537,87.4011781063,130.8500951033,58.2612890518,94.8168371446,84.9816214561,160.3269424647,177.8932035843,41.5524827659,85.4934195901,38.4908841952,242.9860568745,102.9173709601,102.9271503169,189.9976637643,106.2931928237,3.2015744448,193.65609865,112.9305010985,147.4806423443,150.5957649039,118.0526345356,248.9521399799,173.9160003229
7.492E-07,129.9066052931,205.3857434146,62.3126430085,150.2788692934,202.8152781749,124.7858674322,160.2670356418,93.6308447199,134.2475023467,73.8933581676,99.5490057025,78.8945617823,161.323448055,165.1565225435,41.0360260256,79.3668079447,49.5228957157,230.5050100397,107.1675989126,94.266027721,195.7057617991,102.1751168323,3.2172413379,193.3512534265,119.1698799799,148.6353971707,153.8457706038,102.8950591618,241.1667724893,181.8463441173
7.493E-07,138.4758498052,198.9420615889,52.7712705206,149.0056955776,202.5514530204,140.0046357836,172.9381861825,77.6099565974,128.1889681717,69.2855512153,87.0817303154,67.3588554429,154.8816046864,169.169683995,41.9641639386,78.1338475897,57.0303443239,240.0398974687,94.9930577964,93.6256583298,189.3401350623,116.1733550531,11.1738055515,194.3179956289,116.6050017201,148.7348697349,154.8093982922,124.1020858301,237.4739581469,182.6250018506
7.494E-07,127.4338427012,194.3972318621,57.5382442788,149.675812987,202.970804243,128.2455847666,160.4259609834,101.6503512714,136.971350928,59.9797041947,88.1222996459,86.1579037917,156.5997175056,178.2413976874,33.3868796324,68.8045976639,43.8377995286,237.2201605868,104.2535388899,87.5268860855,184.6503233491,123.0612159036,10.5552036002,194.4069897438,112.4167558789,145.1389708288,168.9455486481,111.7306946736,242.3243576342,184.9582121227
7.495E-07,141.4352333971,194.547166582,64.1348205662,146.2339426229,208.1733981892,142.2289636023,164.9503973214,79.9952346102,138.6658187218,52.7529172603,96.408030455,79.426208975,157.5678408904,175.865275671,34.6904101641,72.9555404453,35.4828259204,233.3125819257,108.2019831619,95.370452699,177.883622014,113.4690556347,13.1270726635,196.085113469,107.9143738202,141.1586750223,157.0568506936,115.9127806073,244.40893901,180.9778682036
7.496E-07,137.9420045374,207.9266731135,60.953751212,146.9991054872,202.5757439312,137.9914182741,166.8772514337,89.9185306868,133.2960378601,60.7292327361,89.8035320241,83.9965434662,157.5443330983,175.7548205642,36.2453945597,70.665012906,52.339207002,237.2075626599,100.3982284094,98.7011407481,188.970407249,113.0679692795,-1.5959296746,198.3069662594,107.8317923235,147.2883381095,149.3551274852,113.2316364618,250.2941647422,180.7465425642
7.497E-07,140.2232964094,201.1998040477,58.7734151733,158.5319718992,206.3352045421,134.506074624,160.7012984053,78.3271148535,127.2045064346,50.1997892644,89.6292365034,78.5348767416,148.9137006289,168.1155235658,37.9775164354,77.2133024003,50.1760306306,244.8511132391,93.7606170637,90.4075514635,192.5671385792,108.8138290789,5.3281928962,195.0104447041,114.0595770036,138.1294037872,154.1573035779,111.1871579535,242.754507192,174.8410974955
7.498E-07,132.6023917324,200.4313547952,64.888594614,155.5931209895,198.0334529582,123.0171601613,168.2220750664,87.3988936242,121.4018509774,56.7337129797,94.8808401752,69.3013602373,169.1201170996,174.2539362106,24.4892178046,77.9990183621,40.769509353,238.4530806175,93.822839016,80.0322399893,188.7876775275,111.2356119246,3.2684394235,191.9413615559,112.8972431868,141.5250196227,156.2156034778,109.8344577529,236.4461432135,180.0095440236
7.499E-07,135.5014073031,198.3182612302,59.1356431776,150.7480765108,202.2997925678,141.4981995595,160.5791241329,80.148090417,131.2530874823,52.7369886389,94.4612234244,73.4349826675,161.963519227,174.139239944,25.1247399143,84.7404247729,44.1106343291,238.5503699367,103.8056823446,87.963971698,196.67145912,108.4464265713,-6.3533393521,186.3147796877,103.0048966013,151.4130523365,157.5402742355,123.7679732109,240.2465460401,177.0065936146
0.00000075,137.077816484,197.8765525395,61.2448311386,136.5716757293,206.3375604562,142.2011511379,154.5607923298,92.4053179569,135.1263651864,60.4847065403,83.9155395183,70.88458253,160.050616252,164.3651222078,22.5959269738,79.6602431986,44.7683980438,232.0503972165,97.7214703086,101.850095081,191.954387204,122.7242555206,-8.1706369365,196.9628902108,114.8030601622,147.9830109621,159.0637655425,111.957918379,239.758710518,174.198748941
7.501E-07,134.0195093847,189.746436998,68.1236104693,150.9885904542,210.8293504269,137.6273427228,171.8053140243,85.5057596564,120.5069839584,69.0974232564,90.1197844714,79.6809467011,162.5422155919,176.4714239067,32.5128434986,85.4544223016,47.8400374242,243.9059029498,95.1304299226,100.575820429,187.5734743141,111.5523555903,13.7429528006,193.9054185478,116.892614098,149.587231017,145.1541118127,114.5646070989,226.067194272,168.3939547054
7.502E-07,136.9513463016,204.7377981311,59.1122506479,150.1352649593,203.0991941328,136.0526252481,153.5671054978,88.4213215678,130.0022247442,52.5868342149,87.4679259049,76.4258019434,143.174756771,159.6154223065,26.9911206166,75.5080854523,51.0544684292,249.9873216394,109.2138940096,92.9500632102,189.9383844205,110.7877970688,-3.6857276049,190.4096816783,112.574126441,141.6558298579,151.9912252654,104.9623501647,250.3574601259,175.8424957567
7.503E-07,141.4830813461,197.2681473195,74.7078635751,150.9418914277,206.5339094142,126.8378085649,167.3135599341,93.1304315065,129.2371720534,62.0001289102,83.6716030682,79.9419968257,159.8108146133,171.9029004853,24.4729594626,67.785375155,36.4040982582,236.0238843841,114.6105657312,91.4859959652,187.4169125593,112.8810543047,0.4834346153,185.6319509154,110.272574603,149.7752472492,150.4939962991,113.95801035,247.2255271704,172.8995459165
7.504E-07,132.2375106904,194.6969542381,69.6388658239,149.7364802259,203.3460622164,124.0763711645,164.989675204,87.9312487203,138.064603476,56.5949955461,89.4141530041,65.6522804393,145.121468295,170.4217774091,32.8074423145,83.7757893729,58.7740336105,242.5508112726,100.3812276831,89.251195985,188.5335744328,118.1934866727,-4.299211293,196.4493281827,109.4334540374,141.4647558688,155.8897133413,116.7233088281,248.2522865283,168.8122197048
7.505E-07,137.8615796608,196.239488692,53.3966098755,154.002961504,201.1305635572,134.0720455566,163.3612977845,93.6602605255,117.1758638495,66.8799700314,91.312113477,86.4421672728,157.5515432309,166.0577963434,32.6618262951,77.0359922932,54.4982304478,245.1303765539,98.9705896117,97.2462292113,192.639640605,119.3140550756,6.4893504485,188.9573876888,120.0710214767,137.0805509932,154.8125527048,113.8048000433,235.0214042429,180.4267352908
7.506E-07,135.1446671556,207.5145250191,54.4065481142,147.7354310604,209.8866605211,133.6335004534,168.4526216194,91.5779914642,133.4285605951,65.8156345551,79.045319489,81.686447507,147.1686011142,186.4948980371,32.221145363,65.1826892678,43.0452812505,242.9603308288,95.691911441,89.3952465553,198.3009061538,111.3355849992,-5.4135492765,186.3966939761,126.0057545299,125.950812689,144.5865973991,113.0364673926,237.955599236,175.8985394411
